group,FORMULA,STRUC_SPACEGROUP_SYM,STRUC_SPACEGROUP_NO,STRUC_CELL_LENGTH_A,STRUC_CELL_LENGTH_B,STRUC_CELL_LENGTH_C,STRUC_ALPHA,STRUC_BETA,STRUC_GAMMA,STRUC_VOLUME,COMP_ELEMENT_COUNT,COMP_PARSED FORMULA,OTHER_TEMPERATURE,OTHER_PRESSURE,OTHER_DENSITY,OTHER_DATABASE,LABEL_CTE CELL_LENGTH_A,LABEL_R^2 CELL_LENGTH_A,LABEL_CTE CELL_LENGTH_B,LABEL_R^2 CELL_LENGTH_B,LABEL_CTE CELL_LENGTH_C,LABEL_R^2 CELL_LENGTH_C,LABEL_CTE VOLUME,LABEL_R^2 VOLUME,LABEL_dir NTE,LABEL_dir NTE large,LABEL_vol NTE,LABEL_MAX CTE,LABEL_ABS MAX CTE,LABEL_MIN CTE,LABEL_ABS MIN CTE,LABEL_DEV CTE,COMP_FORMULA,COMP_oxides,COMP_carbonites,COMP_fluorides,COMP_cyonides,COMP_partly organic
Mg1.0Mo1.0N2.0 P63/mmc,Mg1Mo1N2,P63/mmc,194.0,0.29108,0.29108,1.05503,90.0,90.0,120.0,0.0774099999999999,3.0,Mg1.0Mo1.0N2.0,298.0,101.325,6.36,ICSD,1.2761055592745734e-05,0.9889484697881248,1.2761055592745734e-05,0.9889484697881248,3.344890857683099e-05,0.9889484697881248,3.379609535049649e-05,0.6539721834388019,0,0,0,3.344890857683099e-05,3.344890857683099e-05,1.2761055592745734e-05,1.2761055592745734e-05,2.068785298408525e-05,Mg1Mo1N2,0,0,0,0,1
Mg1.0Mn6.0Sn6.0 P6/mmm,MgMn6Sn6,P6/mmm,191.0,0.5517,0.5517,0.9032,90.0,90.0,120.0,0.2381,3.0,Mg1.0Mn6.0Sn6.0,298.15,101.325,7.44,PCD,2.0945232387064422e-05,0.8727406962398419,2.0945232387064422e-05,0.8727406962398419,2.4954276637848115e-05,0.8727406962398419,6.601369697712243e-05,0.8804200740242575,0,0,0,2.4954276637848115e-05,2.4954276637848115e-05,2.0945232387064422e-05,2.0945232387064422e-05,4.0090442507836896e-06,MgMn6Sn6,0,0,0,0,0
Mg1.0Mn1.0O4.0Si1.0 Pnma,Mg1Mn1O4Si1,Pnma,62.0,1.0474,0.61396,0.48169,90.0,90.0,90.0,0.30976,4.0,Mg1.0Mn1.0O4.0Si1.0,298.15,101.325,3.67,ICSD,1.216251963693755e-05,0.9644250272274228,1.3232275584273956e-05,0.9823236217984848,1.2746403636714807e-05,0.9823236217984848,3.816187593274941e-05,0.982167743554894,0,0,0,1.3232275584273956e-05,1.3232275584273956e-05,1.216251963693755e-05,1.216251963693755e-05,1.0697559473364066e-06,Mg1Mn1O4Si1,1,0,0,0,1
Mg0.3Mn0.8Nd0.6O3.0Sr0.3 Pnma,Mg0.3Mn0.8Nd0.6O3Sr0.3,Pnma,62.0,0.5442400000000001,0.76919,0.54523,90.0,90.0,90.0,0.22825,5.0,Mg0.3Mn0.8Nd0.6O3.0Sr0.3,298.0,101.325,6.17,ICSD,-1.1589335874864698e-05,0.8566990938102909,-9.695424595789806e-06,0.8434341538485501,-1.7180533371647e-05,0.8434341538485501,-3.879793651768703e-05,0.8376750037934967,1,0,1,-9.695424595789806e-06,-1.7180533371647e-05,-1.7180533371647e-05,-9.695424595789806e-06,7.485108775857195e-06,Mg0.3Mn0.8Nd0.6O3Sr0.3,1,0,0,0,1
Mg0.33Nb0.67O3.0Pb1.0 Pm-3m,Mg0.333Nb0.667O3Pb1,Pm-3m,221.0,0.4047699999999999,0.4047699999999999,0.4047699999999999,90.0,90.0,90.0,0.0663199999999999,4.0,Mg0.33Nb0.67O3.0Pb1.0,298.15,101.325,8.14,ICSD,7.63419776726786e-06,0.6940124200265599,7.63419776726786e-06,0.6940124200265599,7.63419776726786e-06,0.6940124200265599,2.306769149948607e-05,0.6914268817600244,0,0,0,7.63419776726786e-06,7.63419776726786e-06,7.63419776726786e-06,7.63419776726786e-06,0.0,Mg0.333Nb0.667O3Pb1,1,0,0,0,1
Mg0.2Mn0.9Nd0.6O3.0Sr0.3 Pnma,Mg0.2Mn0.9Nd0.6O3Sr0.3,Pnma,62.0,0.54466,0.77003,0.546,90.0,90.0,90.0,0.22899,5.0,Mg0.2Mn0.9Nd0.6O3.0Sr0.3,298.0,101.325,6.24,ICSD,-9.371195889557934e-06,0.3394435422056515,-4.513047971836582e-06,0.3183258375136462,-2.2806443226768343e-06,0.3183258375136462,-1.632528723155127e-05,0.3038803431714544,1,0,1,-2.2806443226768343e-06,-9.371195889557934e-06,-9.371195889557934e-06,-2.2806443226768343e-06,7.0905515668811e-06,Mg0.2Mn0.9Nd0.6O3Sr0.3,1,0,0,0,1
Mg0.25Nb0.5O3.0Pb1.0Ti0.25 Pm-3m,Mg0.25Nb0.5O3Pb1Ti0.25,Pm-3m,221.0,0.40242,0.40242,0.40242,90.0,90.0,90.0,0.06517,5.0,Mg0.25Nb0.5O3.0Pb1.0Ti0.25,400.0,101.325,8.15,ICSD,3.105725118600633e-06,0.8664652233072099,3.105725118600633e-06,0.8664652233072099,3.105725118600633e-06,0.8664652233072099,4.6012270750583895e-06,0.8709892894489829,0,0,0,3.105725118600633e-06,3.105725118600633e-06,3.105725118600633e-06,3.105725118600633e-06,0.0,Mg0.25Nb0.5O3Pb1Ti0.25,1,0,0,0,1
Mg0.25Nb0.5O3.0Pb1.0Ti0.25 C1m1,Mg0.25Nb0.5O3Pb1Ti0.25,C1m1,8.0,0.56987,0.5687,0.4021099999999999,90.0,90.135,90.0,0.13032,5.0,Mg0.25Nb0.5O3.0Pb1.0Ti0.25,300.0,101.325,8.15,ICSD,-3.729182187527287e-06,0.8890792696380615,5.049618347741032e-06,0.9935868614137848,4.49795792578324e-06,0.9935868614137848,5.738037872749535e-06,0.9332067026763629,1,0,0,5.049618347741032e-06,5.049618347741032e-06,-3.729182187527287e-06,-3.729182187527287e-06,8.778800535268318e-06,Mg0.25Nb0.5O3Pb1Ti0.25,1,0,0,0,1
Mg0.24Nb0.48O3.0Pb1.0Ti0.28 Pm-3m,Mg0.24Nb0.48O3PbTi0.28,Pm-3m,221.0,0.4039,0.4039,0.4039,90.0,90.0,90.0,0.0659,5.0,Mg0.24Nb0.48O3.0Pb1.0Ti0.28,298.15,101.325,8.04,PCD,3.257177771897636e-05,0.9729786511042438,3.257177771897636e-05,0.9729786511042438,3.257177771897636e-05,0.9729786511042438,9.737968291829904e-05,0.97133834659088,0,0,0,3.257177771897636e-05,3.257177771897636e-05,3.257177771897636e-05,3.257177771897636e-05,0.0,Mg0.24Nb0.48O3Pb1Ti0.28,1,0,0,0,1
Mg0.24Nb0.47O3.0Pb1.0Ti0.29 Pm-3m,Mg0.237Nb0.473O3Pb1Ti0.29,Pm-3m,221.0,0.40206,0.40206,0.40206,90.0,90.0,90.0,0.0649899999999999,5.0,Mg0.24Nb0.47O3.0Pb1.0Ti0.29,450.0,101.325,8.14,ICSD,2.238221369437188e-06,0.9958975781876084,2.238221369437188e-06,0.9958975781876084,2.238221369437188e-06,0.9958975781876084,3.845710157768245e-06,0.986830118397079,0,0,0,2.238221369437188e-06,2.238221369437188e-06,2.238221369437188e-06,2.238221369437188e-06,0.0,Mg0.237Nb0.473O3Pb1Ti0.29,1,0,0,0,1
Mg0.24Nb0.47O3.0Pb1.0Ti0.29 C1m1,Mg0.24Nb0.47O3Pb1Ti0.29,C1m1,8.0,0.56951,0.56813,0.4013799999999999,90.0,90.136,90.0,0.12987,5.0,Mg0.24Nb0.47O3.0Pb1.0Ti0.29,298.15,101.325,8.15,ICSD,-5.156402817888353e-06,0.9563770996693846,3.0998396785584824e-06,0.9774144457711836,5.093589577064288e-06,0.9774144457711836,3.03105648591349e-06,0.8078614471953727,1,0,0,5.093589577064288e-06,-5.156402817888353e-06,-5.156402817888353e-06,3.0998396785584824e-06,1.024999239495264e-05,Mg0.237Nb0.473O3Pb1Ti0.29,1,0,0,0,1
Mg0.23Nb0.45O3.0Pb1.0Ti0.32 Pm-3m,Mg0.22644Nb0.45356O3Pb1Ti0.32,Pm-3m,221.0,0.40195,0.40195,0.40195,90.0,90.0,90.0,0.06494,5.0,Mg0.23Nb0.45O3.0Pb1.0Ti0.32,298.15,101.325,8.14,ICSD,-6.81485095533154e-07,0.8038504176801162,-6.81485095533154e-07,0.8038504176801162,-6.81485095533154e-07,0.8038504176801162,-2.819279184834825e-06,0.9349923367457406,1,0,1,-6.81485095533154e-07,-6.81485095533154e-07,-6.81485095533154e-07,-6.81485095533154e-07,0.0,Mg0.227Nb0.453O3Pb1Ti0.32,1,0,0,0,1
Mg0.23Nb0.45O3.0Pb1.0Ti0.32 P4mm,Mg0.22644Nb0.45356O3Pb1Ti0.32,P4mm,99.0,0.40052,0.40052,0.40471,90.0,90.0,90.0,0.06492,5.0,Mg0.23Nb0.45O3.0Pb1.0Ti0.32,298.15,101.325,8.14,ICSD,1.963498241950893e-05,0.9960657353209053,1.963498241950893e-05,0.9960657353209053,-4.061923919244027e-05,0.9960657353209053,-1.9030621610403568e-06,0.9142779209947816,1,1,1,1.963498241950893e-05,-4.061923919244027e-05,-4.061923919244027e-05,1.963498241950893e-05,6.02542216119492e-05,Mg0.227Nb0.453O3Pb1Ti0.32,1,0,0,0,1
Mg0.21Nb0.43O3.0Pb1.0Ti0.36 P4mm,Mg0.213Nb0.427O3Pb1Ti0.36,P4mm,99.0,0.3996,0.3996,0.40492,90.0,90.0,90.0,0.06466,5.0,Mg0.21Nb0.43O3.0Pb1.0Ti0.36,300.0,101.325,8.15,ICSD,2.1527867820873884e-05,0.9766156931216308,2.1527867820873884e-05,0.9766156931216308,-3.6073035895372495e-05,0.9766156931216308,3.560503747766229e-06,0.9684785800410756,1,1,0,2.1527867820873884e-05,-3.6073035895372495e-05,-3.6073035895372495e-05,2.1527867820873884e-05,5.760090371624638e-05,Mg0.213Nb0.427O3Pb1Ti0.36,1,0,0,0,1
Mg0.21Nb0.43O3.0Pb1.0Ti0.36 P1m1,Mg0.213Nb0.427O3Pb1Ti0.36,P1m1,6.0,0.4005499999999999,0.39897,0.40426,90.0,90.19,90.0,0.0645999999999999,5.0,Mg0.21Nb0.43O3.0Pb1.0Ti0.36,225.0,101.325,8.16,ICSD,-3.520531331611478e-05,0.744626208852716,1.1321096067766784e-05,0.896202976142923,2.820646885709157e-05,0.896202976142923,3.942673970327298e-06,0.4190406592017495,1,1,0,2.820646885709157e-05,-3.520531331611478e-05,-3.520531331611478e-05,1.1321096067766784e-05,6.341178217320635e-05,Mg0.213Nb0.427O3Pb1Ti0.36,1,0,0,0,1
Mg0.1Mn1.0Nd0.6O3.0Sr0.3 Pnma,Mg0.1Mn1Nd0.6O3Sr0.3,Pnma,62.0,0.54521,0.77046,0.54647,90.0,90.0,90.0,0.22955,5.0,Mg0.1Mn1.0Nd0.6O3.0Sr0.3,298.0,101.325,6.31,ICSD,-2.570083251831791e-06,0.8839697022240367,-3.6669146063640186e-06,0.9983987317387478,1.384407964877074e-06,0.9983987317387478,-4.579118341933246e-06,0.6530473079561435,1,0,1,1.384407964877074e-06,-3.6669146063640186e-06,-3.6669146063640186e-06,1.384407964877074e-06,5.051322571241093e-06,Mg0.1Mn1Nd0.6O3Sr0.3,1,0,0,0,1
Mg0.14N1.72O11.28Zr6.86 R-3 h,Mg0.14N1.72O11.28Zr6.86,R-3 h,148.0,0.95586,0.95586,1.75221,90.0,90.0,120.0,1.3865,4.0,Mg0.14N1.72O11.28Zr6.86,298.0,101.325,5.99,PCD,8.727802308238937e-06,0.9807684692434768,8.727802308238937e-06,0.9807684692434768,1.0602295823748264e-05,0.9807684692434768,2.8030826137525767e-05,0.9844307384505508,0,0,0,1.0602295823748264e-05,1.0602295823748264e-05,8.727802308238937e-06,8.727802308238937e-06,1.8744935155093284e-06,Mg0.14N1.72O11.28Zr6.86,1,0,0,0,1
Mg0.12Ni1.88O8.0Pb1.0V2.0 I41cd,Mg0.12Ni1.88O8Pb1V2,I41cd,110.0,1.22501,1.22501,0.83589,90.0,90.0,90.0,1.25438,5.0,Mg0.12Ni1.88O8.0Pb1.0V2.0,300.0,101.325,5.83,ICSD,5.096695946900799e-06,0.9999308558025516,5.096695946900799e-06,0.9999308558025516,3.61014176223196e-06,0.9999308558025516,1.3812213599492292e-05,0.9999781955886642,0,0,0,5.096695946900799e-06,5.096695946900799e-06,3.61014176223196e-06,3.61014176223196e-06,1.486554184668839e-06,Mg0.12Ni1.88O8Pb1V2,1,0,0,0,1
Mg0.03Mn0.97O3.0Si1.0 C-1,Mg0.032Mn0.97O3Si1,C-1,2.0,0.9712,1.0536,1.7437999999999998,112.15,102.88,82.95,1.60961,4.0,Mg0.03Mn0.97O3.0Si1.0,297.0,101.325,3.76,ICSD,8.060932934932726e-06,0.9464905034867686,1.376872898201871e-05,0.978679330800161,7.898096696299742e-06,0.978679330800161,3.3715643241983216e-05,0.9533707728173204,0,0,0,1.376872898201871e-05,1.376872898201871e-05,7.898096696299742e-06,7.898096696299742e-06,5.870632285718969e-06,Mg0.032Mn0.97O3Si1,1,0,0,0,1
Lu2.0O3.0 Ia-3,Lu2O3,Ia-3,206.0,1.0364,1.0364,1.0364,90.0,90.0,90.0,1.11322,2.0,Lu2.0O3.0,298.0,101.325,9.5,ICSD,8.285134122890863e-06,0.8611535666564681,8.285134122890863e-06,0.8611535666564681,8.285134122890863e-06,0.8611535666564681,2.4962364207803015e-05,0.8683960225205218,0,0,0,8.285134122890863e-06,8.285134122890863e-06,8.285134122890863e-06,8.285134122890863e-06,0.0,Lu2O3,1,0,0,0,1
Lu1.0Pd1.0 Pm-3m,Lu1Pd1,Pm-3m,221.0,0.3422,0.3422,0.3422,90.0,90.0,90.0,0.04007,2.0,Lu1.0Pd1.0,298.15,101.325,11.66,ICSD,2.036178145779956e-05,0.9431258783289856,2.036178145779956e-05,0.9431258783289856,2.036178145779956e-05,0.9431258783289856,6.116189894236341e-05,0.9448787663337228,0,0,0,2.036178145779956e-05,2.036178145779956e-05,2.036178145779956e-05,2.036178145779956e-05,0.0,Lu1Pd1,0,0,0,0,0
Lu1.0O4.0V1.0 I41/amdZ,Lu1O4V1,I41/amdZ,141.0,0.7022999999999999,0.7022999999999999,0.62305,90.0,90.0,90.0,0.3073,3.0,Lu1.0O4.0V1.0,298.0,101.325,6.27,ICSD,5.426848886352676e-06,0.5493468968419795,5.426848886352676e-06,0.5493468968419795,1.160061190402052e-05,0.5493468968419795,2.2476909638129607e-05,0.8413520883188205,0,0,0,1.160061190402052e-05,1.160061190402052e-05,5.426848886352676e-06,5.426848886352676e-06,6.173763017667844e-06,Lu1O4V1,1,0,0,0,1
Lu1.0O4.0V1.0 I41/amd O2,Lu[VO4],I41/amd O2,141.0,0.7023,0.7023,0.62305,90.0,90.0,90.0,0.3073,3.0,Lu1.0O4.0V1.0,298.0,101.325,6.27,PCD,3.5191317576089407e-06,0.9889180071181488,3.5191317576089407e-06,0.9889180071181488,1.1755886637417738e-05,0.9889180071181488,1.875823817317692e-05,0.9961980459655626,0,0,0,1.1755886637417738e-05,1.1755886637417738e-05,3.5191317576089407e-06,3.5191317576089407e-06,8.236754879808797e-06,Lu[VO4],1,0,0,0,1
Lu1.0O4.0P1.0 I41/amdZ,Lu1O4P1,I41/amdZ,141.0,0.67895,0.67895,0.5956,90.0,90.0,90.0,0.27456,3.0,Lu1.0O4.0P1.0,298.0,101.325,6.53,ICSD,5.984478934941715e-06,0.990411568524366,5.984478934941715e-06,0.990411568524366,7.370152898793868e-06,0.990411568524366,1.9327939785237427e-05,0.9928240724243916,0,0,0,7.370152898793868e-06,7.370152898793868e-06,5.984478934941715e-06,5.984478934941715e-06,1.385673963852153e-06,Lu1O4P1,1,0,0,0,1
Lu1.0O4.0P1.0 I41/amd O2,Lu[PO4],I41/amd O2,141.0,0.67895,0.67895,0.5956,90.0,90.0,90.0,0.2746,3.0,Lu1.0O4.0P1.0,298.0,101.325,6.53,PCD,5.817123850339604e-06,0.9867766005577152,5.817123850339604e-06,0.9867766005577152,7.394670270491455e-06,0.9867766005577152,1.9087105622611557e-05,0.9932660343624068,0,0,0,7.394670270491455e-06,7.394670270491455e-06,5.817123850339604e-06,5.817123850339604e-06,1.577546420151851e-06,Lu[PO4],1,0,0,0,1
Lu1.0Ni1.0O3.0 P121/c1,Lu1Ni1O3,P121/c1,14.0,0.51109,0.54984,0.8932499999999999,90.0,124.739,90.0,0.20628,3.0,Lu1.0Ni1.0O3.0,298.15,101.325,9.07,ICSD,1.0492260096868407e-05,0.9999942462389132,2.434242460405463e-05,0.9999942462389126,1.0339282322469865e-05,0.9999942462389126,4.315806872411213e-05,0.9998857649689228,0,0,0,2.434242460405463e-05,2.434242460405463e-05,1.0339282322469865e-05,1.0339282322469865e-05,1.4003142281584766e-05,Lu1Ni1O3,1,0,0,0,1
Lu1.0Mn6.0Sn6.0 P6/mmm,LuMn6Sn6,P6/mmm,191.0,0.5507,0.5507,0.8994,90.0,90.0,120.0,0.2362,3.0,Lu1.0Mn6.0Sn6.0,298.15,101.325,8.55,PCD,1.0573928728329002e-05,0.9357015921832764,1.0573928728329002e-05,0.9357015921832764,1.0394996804908315e-05,0.9357015921832764,3.1618982245520246e-05,0.9517522528715576,0,0,0,1.0573928728329002e-05,1.0573928728329002e-05,1.0394996804908315e-05,1.0394996804908315e-05,1.789319234206865e-07,Lu1Mn6Sn6,0,0,0,0,0
Lu1.0Mn1.0O3.0 Pnma,Lu1Mn1O3,Pnma,62.0,0.57885,0.7297,0.51986,90.0,90.0,90.0,0.21958,3.0,Lu1.0Mn1.0O3.0,298.0,101.325,8.41,ICSD,4.227187520968368e-06,0.5581066165905119,3.92994144742781e-06,0.3244336446438778,5.086070959279556e-06,0.3244336446438778,1.3115373317288143e-05,0.879468594017495,0,0,0,5.086070959279556e-06,5.086070959279556e-06,3.92994144742781e-06,3.92994144742781e-06,1.1561295118517463e-06,Lu1Mn1O3,1,0,0,0,1
Lu1.0Mn1.0O3.0 P63cm,Lu1Mn1O3,P63cm,185.0,0.6042,0.6042,1.137,90.0,90.0,120.0,0.35946,3.0,Lu1.0Mn1.0O3.0,298.15,101.325,7.7,ICSD,1.352433928087005e-05,0.7038409101441692,1.352433928087005e-05,0.7038409101441692,4.3389454332594284e-06,0.7038409101441692,3.137128349281796e-05,0.628111755100784,0,0,0,1.352433928087005e-05,1.352433928087005e-05,4.3389454332594284e-06,4.3389454332594284e-06,9.185393847610625e-06,Lu1Mn1O3,1,0,0,0,1
Lu1.0 P63/mmc,Lu,P63/mmc,194.0,0.3505,0.3505,0.5575,90.0,90.0,120.0,0.05931,1.0,Lu1.0,298.0,101.325,9.8,PCD,-8.61892507683231e-06,0.3708306822894408,-8.61892507683231e-06,0.3708306822894408,6.048352402632268e-05,0.3708306822894408,4.304147403814587e-05,0.6001830826235196,1,0,0,6.048352402632268e-05,6.048352402632268e-05,-8.61892507683231e-06,-8.61892507683231e-06,6.910244910315499e-05,Lu1,0,0,0,0,0
Li9.81P2.19S12.0Sn0.81 P42/nmcZ,Li9.81P2.19S12Sn0.81,P42/nmcZ,137.0,0.8737600000000001,0.8737600000000001,1.27166,90.0,90.0,90.0,0.97086,4.0,Li9.81P2.19S12.0Sn0.81,300.0,101.325,2.11,ICSD,1.5981639335934496e-05,0.998983863956202,1.5981639335934496e-05,0.998983863956202,1.0875866506379004e-05,0.998983863956202,4.283579880319869e-05,0.9977746656491162,0,0,0,1.5981639335934496e-05,1.5981639335934496e-05,1.0875866506379004e-05,1.0875866506379004e-05,5.1057728295554926e-06,Li9.81P2.19S12Sn0.81,0,0,0,0,0
Li9.81P2.19S12.0Sn0.81 P42/nmc O2,Li9.81P2.19S12Sn0.81,P42/nmc O2,137.0,0.87376,0.87376,1.27166,90.0,90.0,90.0,0.97086,4.0,Li9.81P2.19S12.0Sn0.81,300.0,101.325,2.11,PCD,1.5981639335934673e-05,0.9989838639562012,1.5981639335934673e-05,0.9989838639562012,1.0875866506379004e-05,0.9989838639562012,4.283579880319869e-05,0.9977746656491162,0,0,0,1.5981639335934673e-05,1.5981639335934673e-05,1.0875866506379004e-05,1.0875866506379004e-05,5.105772829555669e-06,Li9.81P2.19S12Sn0.81,0,0,0,0,0
Li8.0P4.0Sn1.0 Pa-3,Li8P4Sn1,Pa-3,205.0,1.19763,1.19763,1.19763,90.0,90.0,90.0,1.71778,3.0,Li8.0P4.0Sn1.0,300.0,101.325,2.31,ICSD,2.427550968089589e-05,0.9414356123937848,2.427550968089589e-05,0.9414356123937848,2.427550968089589e-05,0.9414356123937848,7.282516200717065e-05,0.9414219891407272,0,0,0,2.427550968089589e-05,2.427550968089589e-05,2.427550968089589e-05,2.427550968089589e-05,0.0,Li8P4Sn1,0,0,0,0,0
Li8.0P4.0Sn1.0 P-43n,Li8P4Sn,P-43n,218.0,1.195,1.195,1.195,90.0,90.0,90.0,1.7065,3.0,Li8.0P4.0Sn1.0,298.15,101.325,2.32,PCD,2.846813540071164e-05,0.9329556789166868,2.846813540071164e-05,0.9329556789166868,2.846813540071164e-05,0.9329556789166868,8.540442303991542e-05,0.9329880251777825,0,0,0,2.846813540071164e-05,2.846813540071164e-05,2.846813540071164e-05,2.846813540071164e-05,0.0,Li8P4Sn1,0,0,0,0,0
Li8.0P4.0Si1.0 Pa-3,Li8P4Si1,Pa-3,205.0,1.17102,1.17102,1.17102,90.0,90.0,90.0,1.60581,3.0,Li8.0P4.0Si1.0,303.0,101.325,1.72,ICSD,1.4877597530836329e-05,0.999097424166656,1.4877597530836329e-05,0.999097424166656,1.4877597530836329e-05,0.999097424166656,4.463123029822256e-05,0.9990621309416696,0,0,0,1.4877597530836329e-05,1.4877597530836329e-05,1.4877597530836329e-05,1.4877597530836329e-05,0.0,Li8P4Si1,0,0,0,0,0
Li8.0N2.0Se1.0 I41md,Li8N2Se1,I41md,109.0,0.706,0.706,0.99689,90.0,90.0,90.0,0.49689,3.0,Li8.0N2.0Se1.0,298.0,101.325,2.17,ICSD,1.4249655192326082e-05,0.884093980515345,1.4249655192326082e-05,0.884093980515345,9.868675135006765e-06,0.884093980515345,3.854941459694469e-05,0.9943517480988676,0,0,0,1.4249655192326082e-05,1.4249655192326082e-05,9.868675135006765e-06,9.868675135006765e-06,4.380980057319319e-06,Li8N2Se1,0,0,0,0,1
Li5.0O6.0Re1.0 C12/m1,Li5O6Re1,C12/m1,12.0,0.50649,0.87314,0.50277,90.0,110.187,90.0,0.20869,3.0,Li5.0O6.0Re1.0,298.0,101.325,5.04,ICSD,1.601971992309852e-05,0.9879977918319548,1.03110063445688e-05,0.9999980443398702,1.4949051445454115e-05,0.9999980443398702,3.755968523267248e-05,0.9983535441404572,0,0,0,1.601971992309852e-05,1.601971992309852e-05,1.03110063445688e-05,1.03110063445688e-05,5.7087135785297175e-06,Li5O6Re1,1,0,0,0,1
Li4.6Nb0.2O15.0Ti6.1 R-3c h,Li4.6Nb0.2O15Ti6.1,R-3c h,167.0,0.50744,0.50744,6.99405,90.0,90.0,120.0,1.5597,4.0,Li4.6Nb0.2O15.0Ti6.1,303.0,101.325,3.72,PCD,1.184745750321611e-05,0.9864971452214684,1.184745750321611e-05,0.9864971452214684,1.1415679645798343e-05,0.9864971452214684,3.511115493307276e-05,0.9882659903475332,0,0,0,1.184745750321611e-05,1.184745750321611e-05,1.1415679645798343e-05,1.1415679645798343e-05,4.317778574177646e-07,Li4.6Nb0.2O15Ti6.1,1,0,0,0,1
Li3.4O4.0S0.3Si0.7 Pnma,Li3.4O4S0.3Si0.7,Pnma,62.0,1.0655,0.61701,0.50175,90.0,90.0,90.0,0.3299,4.0,Li3.4O4.0S0.3Si0.7,298.0,101.325,2.35,PCD,1.6020935551570562e-05,0.9168381089065226,2.7381321260540432e-05,0.9261601527182186,2.5718008252575195e-05,0.9261601527182186,6.896752244295628e-05,0.9234825821507192,0,0,0,2.7381321260540432e-05,2.7381321260540432e-05,1.6020935551570562e-05,1.6020935551570562e-05,1.136038570896987e-05,Li3.4O4S0.3Si0.7,1,0,0,0,1
Li3.0P1.0S4.0 Pnma,Li3P1S4,Pnma,62.0,1.3066,0.8015000000000001,0.6101,90.0,90.0,90.0,0.6389199999999999,3.0,Li3.0P1.0S4.0,298.15,101.325,1.87,ICSD,-5.072682982647549e-05,0.9845150612453526,7.419585353533223e-05,0.999999446624224,1.2083921927060244e-05,0.999999446624224,3.561192746178732e-05,0.955608136044312,1,1,0,7.419585353533223e-05,7.419585353533223e-05,-5.072682982647549e-05,1.2083921927060244e-05,0.0001249226833618,Li3P1S4,0,0,0,0,0
Li3.0P1.0S4.0 Pmn21,Li3P1S4,Pmn21,31.0,0.77083,0.65352,0.61365,90.0,90.0,90.0,0.30913,3.0,Li3.0P1.0S4.0,297.0,101.325,1.93,ICSD,4.338733894445773e-05,0.9976209224343628,1.0476590021272118e-05,0.9587001991824404,-1.2493885070838344e-05,0.9587001991824404,4.158422587864914e-05,0.9609016594669136,1,0,0,4.338733894445773e-05,4.338733894445773e-05,-1.2493885070838344e-05,1.0476590021272118e-05,5.588122401529608e-05,Li3P1S4,0,0,0,0,0
Li3.0O4.0Ru1.0 P12/c1,Li3O4Ru1,P12/c1,13.0,0.51205,0.58658,0.50861,90.0,110.151,90.0,0.14341,3.0,Li3.0O4.0Ru1.0,298.15,101.325,4.3,ICSD,1.399027327039919e-05,0.7453823363816114,1.2714824045467248e-05,0.8382266787916064,2.387915360771851e-06,0.8382266787916064,2.687077504805068e-05,0.9999155189821608,0,0,0,1.399027327039919e-05,1.399027327039919e-05,2.387915360771851e-06,2.387915360771851e-06,1.160235790962734e-05,Li3O4Ru1,1,0,0,0,1
Li3.0O13.0V6.0 C12/m1,Li3O13V6,C12/m1,12.0,1.1776,0.3918,1.0189,90.0,100.59,90.0,0.4621,3.0,Li3.0O13.0V6.0,298.15,101.325,3.84,ICSD,0.0001776048957711,0.6541231456392815,0.0001134570205936,0.6540558131184702,0.0,0.6540558131184702,0.000286062557228,0.6434326560710035,0,0,0,0.0001776048957711,0.0001776048957711,0.0,0.0,0.0001776048957711,Li3O13V6,1,0,0,0,1
Li3.0O12.0P3.0Ti2.0 R-3H,Li3O12P3Ti2,R-3H,148.0,0.8382799999999999,0.8382799999999999,2.2873,90.0,90.0,120.0,1.39198,4.0,Li3.0O12.0P3.0Ti2.0,300.0,101.325,2.87,ICSD,7.461307053397703e-06,0.968637472373931,7.461307053397703e-06,0.968637472373931,-3.4963508264435063e-06,0.968637472373931,1.143564534484609e-05,0.922303651806814,1,0,0,7.461307053397703e-06,7.461307053397703e-06,-3.4963508264435063e-06,-3.4963508264435063e-06,1.0957657879841207e-05,Li3O12P3Ti2,1,0,0,0,1
Li3.0O12.0P3.0Ti2.0 R-3 h,Li3[PO4]3Ti2,R-3 h,148.0,0.83828,0.83828,2.2873,90.0,90.0,120.0,1.392,4.0,Li3.0O12.0P3.0Ti2.0,298.15,101.325,2.87,PCD,1.0038922540389836e-05,0.9418458860374272,1.0038922540389836e-05,0.9418458860374272,-4.3505567135761886e-06,0.9418458860374272,1.5748598161406107e-05,0.92990637552623,1,0,0,1.0038922540389836e-05,1.0038922540389836e-05,-4.3505567135761886e-06,-4.3505567135761886e-06,1.4389479253966023e-05,Li3[PO4]3Ti2,1,0,0,0,1
