group,FORMULA,STRUC_SPACEGROUP_SYM,STRUC_SPACEGROUP_NO,STRUC_CELL_LENGTH_A,STRUC_CELL_LENGTH_B,STRUC_CELL_LENGTH_C,STRUC_ALPHA,STRUC_BETA,STRUC_GAMMA,STRUC_VOLUME,COMP_ELEMENT_COUNT,COMP_PARSED FORMULA,OTHER_TEMPERATURE,OTHER_PRESSURE,OTHER_DENSITY,OTHER_DATABASE,LABEL_CTE CELL_LENGTH_A,LABEL_R^2 CELL_LENGTH_A,LABEL_CTE CELL_LENGTH_B,LABEL_R^2 CELL_LENGTH_B,LABEL_CTE CELL_LENGTH_C,LABEL_R^2 CELL_LENGTH_C,LABEL_CTE VOLUME,LABEL_R^2 VOLUME,LABEL_dir NTE,LABEL_dir NTE large,LABEL_vol NTE,LABEL_MAX CTE,LABEL_ABS MAX CTE,LABEL_MIN CTE,LABEL_ABS MIN CTE,LABEL_DEV CTE,COMP_FORMULA,COMP_oxides,COMP_carbonites,COMP_fluorides,COMP_cyonides,COMP_partly organic
Zn1.0 P63/mmc,Zn1,P63/mmc,194.0,0.26647,0.26647,0.49469,90.0,90.0,120.0,0.03042,1.0,Zn1.0,298.0,101.325,7.14,ICSD,8.737144062824205e-06,0.7999178913380668,8.737144062824205e-06,0.7999178913380668,4.412811057881724e-05,0.7999178913380668,6.231731797994302e-05,0.5840607611037504,0,0,0,4.412811057881724e-05,4.412811057881724e-05,8.737144062824205e-06,8.737144062824205e-06,3.539096651599303e-05,Zn1,0,0,0,0,0
Y1.0 P63/mmc,Y1,P63/mmc,194.0,0.36515,0.36515,0.57474,90.0,90.0,120.0,0.06637,1.0,Y1.0,298.0,101.325,4.45,ICSD,-1.1207197479512043e-05,0.8375289943447186,-1.1207197479512043e-05,0.8375289943447186,3.656258696704835e-05,0.8375289943447186,1.535272677884385e-05,0.36175470991873,1,0,0,3.656258696704835e-05,3.656258696704835e-05,-1.1207197479512043e-05,-1.1207197479512043e-05,4.776978444656039e-05,Y1,0,0,0,0,0
W1.0 Im-3m,W1,Im-3m,229.0,0.31648,0.31648,0.31648,90.0,90.0,90.0,0.0317,1.0,W1.0,298.0,101.325,19.26,ICSD,5.248729078297146e-06,0.3759989503913284,5.248729078297146e-06,0.3759989503913284,5.248729078297146e-06,0.3759989503913284,1.546338811288368e-05,0.3914890921672032,0,0,0,5.248729078297146e-06,5.248729078297146e-06,5.248729078297146e-06,5.248729078297146e-06,0.0,W1,0,0,0,0,0
V2.0Zr1.0 Fd-3mZ,V2Zr1,Fd-3mZ,227.0,0.7441,0.7441,0.7441,90.0,90.0,90.0,0.412,2.0,V2.0Zr1.0,298.0,101.325,6.23,ICSD,0.0001497757895907,0.9963469329580812,0.0001497757895907,0.9963469329580812,0.0001497757895907,0.9963469329580812,0.0004451057939163,0.996322771316003,0,0,0,0.0001497757895907,0.0001497757895907,0.0001497757895907,0.0001497757895907,0.0,V2Zr1,0,0,0,0,0
V1.0 Im-3m,V1,Im-3m,229.0,0.30297,0.30297,0.30297,90.0,90.0,90.0,0.0278099999999999,1.0,V1.0,298.0,101.325,6.08,ICSD,9.189148478001285e-06,0.571054686454976,9.189148478001285e-06,0.571054686454976,9.189148478001285e-06,0.571054686454976,2.758680567248597e-05,0.5698867405275188,0,0,0,9.189148478001285e-06,9.189148478001285e-06,9.189148478001285e-06,9.189148478001285e-06,0.0,V1,0,0,0,0,0
U1.0 P42/mnm,U1,P42/mnm,136.0,1.061,1.061,0.5645,90.0,90.0,90.0,0.63547,1.0,U1.0,298.0,101.325,18.66,ICSD,1.3265186490191897e-05,0.6998840272420088,1.3265186490191897e-05,0.6998840272420088,2.050919309450818e-06,0.6998840272420088,2.856153064439605e-05,0.7079538876494147,0,0,0,1.3265186490191897e-05,1.3265186490191897e-05,2.050919309450818e-06,2.050919309450818e-06,1.1214267180741078e-05,U1,0,0,0,0,0
U1.0 Im-3m,U1,Im-3m,229.0,0.34482,0.34482,0.34482,90.0,90.0,90.0,0.041,1.0,U1.0,298.15,0.0,19.28,ICSD,1.923611423046401e-05,0.997728295616461,1.923611423046401e-05,0.997728295616461,1.923611423046401e-05,0.997728295616461,5.724458302571263e-05,0.9974331418293874,0,0,0,1.923611423046401e-05,1.923611423046401e-05,1.923611423046401e-05,1.923611423046401e-05,0.0,U1,0,0,0,0,0
U1.0 Cmcm,U1,Cmcm,63.0,0.28542,0.58667,0.4953999999999999,90.0,90.0,90.0,0.08295,1.0,U1.0,298.0,101.325,19.06,ICSD,2.805568665277984e-05,0.8724988644458453,-5.708943252302312e-06,0.885487177789397,2.568407649811877e-05,0.885487177789397,4.769462201512291e-05,0.871089491779385,1,0,0,2.805568665277984e-05,2.805568665277984e-05,-5.708943252302312e-06,-5.708943252302312e-06,3.376462990508215e-05,U1,0,0,0,0,0
Tl1.0 P63/mmc,Tl1,P63/mmc,194.0,0.34502,0.34502,0.55135,90.0,90.0,120.0,0.05684,1.0,Tl1.0,298.15,101.325,11.94,ICSD,-7.888326885677359e-05,0.4687755916697039,-7.888326885677359e-05,0.4687755916697039,-3.177620405913592e-05,0.4687755916697039,-0.0001896496464068,0.415595246102113,1,1,1,-3.177620405913592e-05,-7.888326885677359e-05,-7.888326885677359e-05,-3.177620405913592e-05,4.710706479763768e-05,Tl1,0,0,0,0,0
Ti1.0 P63/mmc,Ti1,P63/mmc,194.0,0.29511,0.29511,0.46843,90.0,90.0,120.0,0.03533,1.0,Ti1.0,298.0,101.325,4.5,ICSD,-8.411657876008227e-06,0.6189355828565682,-8.411657876008227e-06,0.6189355828565682,6.227608513234631e-07,0.6189355828565682,-1.6782363617512286e-05,0.4140217516784863,1,0,1,6.227608513234631e-07,-8.411657876008227e-06,-8.411657876008227e-06,6.227608513234631e-07,9.03441872733169e-06,Ti1,0,0,0,0,0
Ti1.0 Im-3m,Ti1,Im-3m,229.0,0.3283,0.3283,0.3283,90.0,90.0,90.0,0.03538,1.0,Ti1.0,298.0,101.325,4.5,ICSD,1.1069770776359088e-05,0.8987400136677703,1.1069770776359088e-05,0.8987400136677703,1.1069770776359088e-05,0.8987400136677703,3.2861251681559385e-05,0.9058465407826992,0,0,0,1.1069770776359088e-05,1.1069770776359088e-05,1.1069770776359088e-05,1.1069770776359088e-05,0.0,Ti1,0,0,0,0,0
Te4.0Zr5.0 I4/m,Te4Zr5,I4/m,87.0,1.07649,1.07649,0.38403,90.0,90.0,90.0,0.445,2.0,Te4.0Zr5.0,298.0,101.325,7.21,PCD,-3.413995973321435e-05,0.7665874857692657,-3.413995973321435e-05,0.7665874857692657,-8.791595018426406e-05,0.7665874857692657,-0.0001554960712448,0.9675672109328208,1,1,1,-3.413995973321435e-05,-8.791595018426406e-05,-8.791595018426406e-05,-3.413995973321435e-05,5.3775990451049714e-05,Te4Zr5,0,0,0,0,0
Te3.0Zr1.0 P121/m1,Te3Zr1,P121/m1,11.0,0.6176,0.38254,1.00862,90.0,96.32,90.0,0.23685,2.0,Te3.0Zr1.0,298.15,101.325,6.65,ICSD,2.3937970572220742e-05,0.779307036745565,1.4252802766825038e-05,0.9290284756813408,2.5690246500176936e-05,0.9290284756813408,6.431923472637734e-05,0.8926422756237885,0,0,0,2.5690246500176936e-05,2.5690246500176936e-05,1.4252802766825038e-05,1.4252802766825038e-05,1.1437443733351896e-05,Te3Zr1,0,0,0,0,0
Te2.0U1.0 Immm,Te2U1,Immm,71.0,0.4123,0.6086,1.3812,90.0,90.0,90.0,0.34658,2.0,Te2.0U1.0,298.15,101.325,9.45,ICSD,1.2165488563489449e-05,0.8672477068120297,1.112320656626104e-05,0.9809688671830148,1.2835443417331124e-05,0.9809688671830148,3.609514070128062e-05,0.9308844643712808,0,0,0,1.2835443417331124e-05,1.2835443417331124e-05,1.112320656626104e-05,1.112320656626104e-05,1.7122368510700846e-06,Te2U1,0,0,0,0,0
Te1.0Zn1.0 F-43m,Te1Zn1,F-43m,216.0,0.61026,0.61026,0.61026,90.0,90.0,90.0,0.22727,2.0,Te1.0Zn1.0,298.0,101.325,5.64,ICSD,1.863995343678356e-05,0.7856254039547889,1.863995343678356e-05,0.7856254039547889,1.863995343678356e-05,0.7856254039547889,5.624350754766356e-05,0.7893614339604481,0,0,0,1.863995343678356e-05,1.863995343678356e-05,1.863995343678356e-05,1.863995343678356e-05,0.0,Te1Zn1,0,0,0,0,0
Te1.0Tl1.0 I4/mcm,Te1Tl1,I4/mcm,140.0,1.30204,1.30204,0.61719,90.0,90.0,90.0,1.04633,2.0,Te1.0Tl1.0,298.15,101.325,8.43,ICSD,3.3457404676812244e-05,0.9541632040744285,3.3457404676812244e-05,0.9541632040744285,2.3602706450743016e-05,0.9541632040744285,9.052833204928004e-05,0.9460577714271876,0,0,0,3.3457404676812244e-05,3.3457404676812244e-05,2.3602706450743016e-05,2.3602706450743016e-05,9.854698226069228e-06,Te1Tl1,0,0,0,0,0
Te1.0 P3121,Te1,P3121,152.0,0.4457,0.4457,0.5929,90.0,90.0,120.0,0.102,1.0,Te1.0,298.0,101.325,6.23,ICSD,-6.0458613027888566e-05,0.5039998729963383,-6.0458613027888566e-05,0.5039998729963383,-1.807286054473996e-05,0.5039998729963383,-0.0001386564215842,0.6116586239403534,1,1,1,-1.807286054473996e-05,-6.0458613027888566e-05,-6.0458613027888566e-05,-1.807286054473996e-05,4.238575248314861e-05,Te1,0,0,0,0,0
Tc1.0 P63/mmc,Tc1,P63/mmc,194.0,0.27407,0.27407,0.4397999999999999,90.0,90.0,120.0,0.02861,1.0,Tc1.0,298.0,101.325,11.49,ICSD,-2.6575983759527194e-05,0.9917709363312708,-2.6575983759527194e-05,0.9917709363312708,-2.5588680460605695e-05,0.9917709363312708,-7.855290492913995e-05,0.9258821520463776,1,1,1,-2.5588680460605695e-05,-2.6575983759527194e-05,-2.6575983759527194e-05,-2.5588680460605695e-05,9.873032989214962e-07,Tc1,0,0,0,0,0
Tb1.0Zn1.0 Pm-3m,TbZn,Pm-3m,221.0,0.3566,0.3566,0.3566,90.0,90.0,90.0,0.04535,2.0,Tb1.0Zn1.0,298.0,101.325,8.21,PCD,8.733637484727072e-06,0.4706076462158668,8.733637484727072e-06,0.4706076462158668,8.733637484727072e-06,0.4706076462158668,2.6358116540425013e-05,0.4770660873952662,0,0,0,8.733637484727072e-06,8.733637484727072e-06,8.733637484727072e-06,8.733637484727072e-06,0.0,Tb1Zn1,0,0,0,0,0
Ta1.0 Im-3m,Ta1,Im-3m,229.0,0.33058,0.33058,0.33058,90.0,90.0,90.0,0.03613,1.0,Ta1.0,298.0,101.325,16.63,ICSD,7.288132587361466e-06,0.809523087638168,7.288132587361466e-06,0.809523087638168,7.288132587361466e-06,0.809523087638168,2.1771833279091163e-05,0.8136953608222239,0,0,0,7.288132587361466e-06,7.288132587361466e-06,7.288132587361466e-06,7.288132587361466e-06,0.0,Ta1,0,0,0,0,0
Sr1.0Zn5.0 P6/mmm,Sr1Zn5,P6/mmm,191.0,0.5549000000000001,0.5549000000000001,0.4283,90.0,90.0,120.0,0.1142099999999999,2.0,Sr1.0Zn5.0,298.15,101.325,6.03,ICSD,0.0001585015465842,0.3460633010724528,0.0001585015465842,0.3460633010724528,2.565355888358975e-05,0.3460633010724528,0.0003638348251064,0.4483532984020605,0,0,0,0.0001585015465842,0.0001585015465842,2.565355888358975e-05,2.565355888358975e-05,0.0001328479877006,Sr1Zn5,0,0,0,0,0
Sr1.0 Im-3m,Sr1,Im-3m,229.0,0.4434,0.4434,0.4434,90.0,90.0,90.0,0.08717,1.0,Sr1.0,298.15,4200000.0,3.34,ICSD,5.043697052290084e-05,0.9907501717310871,5.043697052290084e-05,0.9907501717310871,5.043697052290084e-05,0.9907501717310871,0.0001421922814668,0.9892038602996472,0,0,0,5.043697052290084e-05,5.043697052290084e-05,5.043697052290084e-05,5.043697052290084e-05,0.0,Sr1,0,0,0,0,0
Sr1.0 Fm-3m,Sr1,Fm-3m,225.0,0.6075999999999999,0.6075999999999999,0.6075999999999999,90.0,90.0,90.0,0.22431,1.0,Sr1.0,298.0,101.325,2.59,ICSD,2.2969228977408564e-05,0.5970016575272505,2.2969228977408564e-05,0.5970016575272505,2.2969228977408564e-05,0.5970016575272505,7.022796791293351e-05,0.6246064220559528,0,0,0,2.2969228977408564e-05,2.2969228977408564e-05,2.2969228977408564e-05,2.2969228977408564e-05,0.0,Sr1,0,0,0,0,0
Sn2.0Y1.0 Cmcm,Sn2Y1,Cmcm,63.0,0.4394,1.634,0.4305,90.0,90.0,90.0,0.30909,2.0,Sn2.0Y1.0,298.15,101.325,7.01,ICSD,0.0001979326594029,0.346063301072453,0.0001859111950593,0.3460633010724528,-0.0001072740267884,0.3460633010724528,0.0002736348052083,0.3253351056096398,1,1,0,0.0001979326594029,0.0001979326594029,-0.0001072740267884,-0.0001072740267884,0.0003052066861913,Sn2Y1,0,0,0,0,0
Sn2.0Tm1.0 Cmcm,Sn2Tm1,Cmcm,63.0,0.4357,1.6062,0.4285,90.0,90.0,90.0,0.29987,2.0,Sn2.0Tm1.0,298.15,101.325,9.0,ICSD,6.5357818397755815e-06,0.9576205191960814,2.127664127817505e-05,0.9358196633185112,2.1987373797645084e-05,0.9358196633185112,4.988263387033941e-05,0.9928129266764164,0,0,0,2.1987373797645084e-05,2.1987373797645084e-05,6.5357818397755815e-06,6.5357818397755815e-06,1.54515919578695e-05,Sn2Tm1,0,0,0,0,0
Sn2.0Tb1.0 Cmcm,Sn2Tb1,Cmcm,63.0,0.4404,1.6301,0.4307,90.0,90.0,90.0,0.3092,2.0,Sn2.0Tb1.0,298.15,101.325,8.51,ICSD,1.1785179369440148e-05,0.9805257469263768,1.095945805900444e-05,0.9912971901509896,1.973403488078399e-05,0.9912971901509896,4.248551319920842e-05,0.9861547336545796,0,0,0,1.973403488078399e-05,1.973403488078399e-05,1.095945805900444e-05,1.095945805900444e-05,8.774576821779548e-06,Sn2Tb1,0,0,0,0,0
Sn1.0Ti3.0 P63/mmc,Sn1Ti3,P63/mmc,194.0,0.5922,0.5922,0.4768,90.0,90.0,120.0,0.14481,2.0,Sn1.0Ti3.0,298.15,101.325,6.02,ICSD,2.578888031104632e-05,0.7633742032109845,2.578888031104632e-05,0.7633742032109845,-9.002632665228272e-06,0.7633742032109845,4.2958143047167615e-05,0.3109441077692623,1,0,0,2.578888031104632e-05,2.578888031104632e-05,-9.002632665228272e-06,-9.002632665228272e-06,3.479151297627459e-05,Sn1Ti3,0,0,0,0,0
Sn1.0 I41/amdZ,Sn1,I41/amdZ,141.0,0.58318,0.58318,0.31819,90.0,90.0,90.0,0.10822,1.0,Sn1.0,298.0,101.325,7.29,ICSD,-9.111240881588278e-05,0.7894936077183276,-9.111240881588278e-05,0.7894936077183276,-8.117398636805598e-05,0.7894936077183276,-0.0002604698167447,0.7513405437398324,1,1,1,-8.117398636805598e-05,-9.111240881588278e-05,-9.111240881588278e-05,-8.117398636805598e-05,9.9384224478268e-06,Sn1,0,0,0,0,0
Sm1.0 R-3mH,Sm1,R-3mH,166.0,0.3621,0.3621,2.625,90.0,90.0,120.0,0.29807,1.0,Sm1.0,298.15,101.325,7.54,ICSD,-6.7700661292081686e-06,0.8914562658422627,-6.7700661292081686e-06,0.8914562658422627,-2.6638045349662432e-05,0.8914562658422627,-4.016610256146191e-05,0.9893217348974288,1,1,1,-6.7700661292081686e-06,-2.6638045349662432e-05,-2.6638045349662432e-05,-6.7700661292081686e-06,1.9867979220454263e-05,Sm1,0,0,0,0,0
Si4.0Tb5.0 Pnma,Si4Tb5,Pnma,62.0,0.741,1.458,0.769,90.0,90.0,90.0,0.8308099999999999,2.0,Si4.0Tb5.0,298.15,101.325,7.25,ICSD,2.9415306676347687e-06,0.7910932818389033,1.871927402700952e-06,0.3989525199334264,1.046694130932461e-05,0.3989525199334264,1.5447639670794225e-05,0.8567942148440102,0,0,0,1.046694130932461e-05,1.046694130932461e-05,1.871927402700952e-06,1.871927402700952e-06,8.595013906623657e-06,Si4Tb5,0,0,0,0,0
Si3.0Tb5.0 P63/mcm,Si3Tb5,P63/mcm,193.0,0.843,0.843,0.63,90.0,90.0,120.0,0.38773,2.0,Si3.0Tb5.0,298.15,101.325,7.53,ICSD,1.5966486558306475e-05,0.6007842162405003,1.5966486558306475e-05,0.6007842162405003,5.332414816684358e-06,0.6007842162405003,3.720963759907569e-05,0.5273482663407024,0,0,0,1.5966486558306475e-05,1.5966486558306475e-05,5.332414816684358e-06,5.332414816684358e-06,1.0634071741622115e-05,Si3Tb5,0,0,0,0,0
Si1.67Tb1.0 P6/mmm,Si1.67Tb,P6/mmm,191.0,0.3846,0.3846,0.4143,90.0,90.0,120.0,0.05307,2.0,Si1.67Tb1.0,298.0,101.325,6.44,PCD,8.089113301418259e-06,0.9211788800004288,8.089113301418259e-06,0.9211788800004288,1.931112825064645e-06,0.9211788800004288,1.766706008406081e-05,0.9268427359798068,0,0,0,8.089113301418259e-06,8.089113301418259e-06,1.931112825064645e-06,1.931112825064645e-06,6.158000476353614e-06,Si1.67Tb,0,0,0,0,0
Si1.0V3.0 Pm-3n,Si1V3,Pm-3n,223.0,0.47272,0.47272,0.47272,90.0,90.0,90.0,0.10564,2.0,Si1.0V3.0,298.15,101.325,5.69,ICSD,4.8884174540741896e-06,0.8925209347007548,4.8884174540741896e-06,0.8925209347007548,4.8884174540741896e-06,0.8925209347007548,1.4784906722899918e-05,0.877968701997586,0,0,0,4.8884174540741896e-06,4.8884174540741896e-06,4.8884174540741896e-06,4.8884174540741896e-06,0.0,Si1V3,0,0,0,0,0
Si1.0Tb1.0Ti1.0 P4/nmmZ,Si1Tb1Ti1,P4/nmmZ,129.0,0.4022,0.4022,0.7561,90.0,90.0,90.0,0.12231,3.0,Si1.0Tb1.0Ti1.0,298.15,101.325,6.38,ICSD,6.980893186379325e-06,0.5620644375060974,6.980893186379325e-06,0.5620644375060974,9.691291051747003e-07,0.5620644375060974,1.4855982008880946e-05,0.4281275340684753,0,0,0,6.980893186379325e-06,6.980893186379325e-06,9.691291051747003e-07,9.691291051747003e-07,6.011764081204625e-06,Si1Tb1Ti1,0,0,0,0,0
Si1.0Tb1.0Ti1.0 P4/nmm O2,SiTbTi,P4/nmm O2,129.0,0.4022,0.4022,0.7561,90.0,90.0,90.0,0.1223,3.0,Si1.0Tb1.0Ti1.0,298.15,101.325,6.38,PCD,6.813717291127969e-06,0.5660936189333692,6.813717291127969e-06,0.5660936189333692,-5.2746701533444426e-08,0.5660936189333692,1.369984110039973e-05,0.4031609958297356,1,0,0,6.813717291127969e-06,6.813717291127969e-06,-5.2746701533444426e-08,-5.2746701533444426e-08,6.866463992661413e-06,SiTbTi,0,0,0,0,0
Si1.0Tb1.0 Pnma,Si1Tb1,Pnma,62.0,0.7918999999999999,0.3833,0.5703,90.0,90.0,90.0,0.17311,2.0,Si1.0Tb1.0,298.15,101.325,7.18,ICSD,1.6472713275077817e-05,0.7132642563998436,1.1973394828293753e-05,0.7721548650654477,8.214540324376666e-06,0.7721548650654477,3.652491903135466e-05,0.9135939504453264,0,0,0,1.6472713275077817e-05,1.6472713275077817e-05,8.214540324376666e-06,8.214540324376666e-06,8.25817295070115e-06,Si1Tb1,0,0,0,0,0
Se1.0U1.0 Fm-3m,Se1U1,Fm-3m,225.0,0.5751000000000001,0.5751000000000001,0.5751000000000001,90.0,90.0,90.0,0.19021,2.0,Se1.0U1.0,298.15,101.325,11.07,ICSD,-0.0001326734326225,0.450022543734167,-0.0001326734326225,0.450022543734167,-0.0001326734326225,0.450022543734167,-0.0003950694645793,0.4500441208011583,1,1,1,-0.0001326734326225,-0.0001326734326225,-0.0001326734326225,-0.0001326734326225,0.0,Se1U1,0,0,0,0,0
Se1.0Sn1.0 Pnma,Se1Sn1,Pnma,62.0,1.1496,0.4158,0.4448,90.0,90.0,90.0,0.21262,2.0,Se1.0Sn1.0,298.0,101.325,6.17,ICSD,3.7350149713661634e-05,0.7773599001209837,6.239133933004141e-05,0.924047538877811,-4.22609221037837e-05,0.924047538877811,5.721941233369839e-05,0.5066104911063585,1,1,0,6.239133933004141e-05,6.239133933004141e-05,-4.22609221037837e-05,3.7350149713661634e-05,0.0001046522614338,Se1Sn1,0,0,0,0,0
Se1.0Sn1.0 Cmcm,Se1Sn1,Cmcm,63.0,0.39697,1.05286,0.38833,90.0,90.0,90.0,0.1623,2.0,Se1.0Sn1.0,298.15,20000000.0,8.09,ICSD,8.232839501952306e-05,0.5771545010256781,0.0001214626421909,0.7285360166865157,0.0001175832485277,0.7285360166865157,0.0003174988609137,0.677896414574506,0,0,0,0.0001214626421909,0.0001214626421909,8.232839501952306e-05,8.232839501952306e-05,3.913424717138825e-05,Se1Sn1,0,0,0,0,0
Se1.0 P3121,Se1,P3121,152.0,0.4162,0.4162,0.5055,90.0,90.0,120.0,0.07583,1.0,Se1.0,298.0,1800000.0,5.19,ICSD,-0.0002306575620957,0.709715073118963,-0.0002306575620957,0.709715073118963,-3.1125270671023915e-05,0.709715073118963,-0.0004895622852764,0.798276843404551,1,1,1,-3.1125270671023915e-05,-0.0002306575620957,-0.0002306575620957,-3.1125270671023915e-05,0.0001995322914247,Se1,0,0,0,0,0
Sc1.0 P63/mmc,Sc1,P63/mmc,194.0,0.33098,0.33098,0.5266,90.0,90.0,120.0,0.04996,1.0,Sc1.0,298.0,101.325,2.99,ICSD,1.0015192357243698e-05,0.9136334078626054,1.0015192357243698e-05,0.9136334078626054,2.2849155064544156e-05,0.9136334078626054,4.266118282760116e-05,0.9940513812011372,0,0,0,2.2849155064544156e-05,2.2849155064544156e-05,1.0015192357243698e-05,1.0015192357243698e-05,1.2833962707300457e-05,Sc1,0,0,0,0,0
Sc1.0 Im-3m,Sc,Im-3m,229.0,0.3752,0.3752,0.3752,90.0,90.0,90.0,0.0528,1.0,Sc1.0,1623.0,101.325,2.83,PCD,2.465359543781925e-05,0.8169625387210878,2.465359543781925e-05,0.8169625387210878,2.465359543781925e-05,0.8169625387210878,7.01981093232413e-05,0.6896811393956177,0,0,0,2.465359543781925e-05,2.465359543781925e-05,2.465359543781925e-05,2.465359543781925e-05,0.0,Sc,0,0,0,0,0
Sc1.0 Fm-3m,Sc1,Fm-3m,225.0,0.476,0.476,0.476,90.0,90.0,90.0,0.1078499999999999,1.0,Sc1.0,298.15,101.325,2.77,ICSD,-0.0001517254847709,0.9984803381262114,-0.0001517254847709,0.9984803381262114,-0.0001517254847709,0.9984803381262114,-0.0004561408458013,0.9984876978598712,1,1,1,-0.0001517254847709,-0.0001517254847709,-0.0001517254847709,-0.0001517254847709,0.0,Sc1,0,0,0,0,0
Sb5.0Zn6.85 R-3c h,Sb5Zn6.85,R-3c h,167.0,1.22706,1.22706,1.24657,90.0,90.0,120.0,1.6255,2.0,Sb5.0Zn6.85,510.0,101.325,6.48,PCD,1.8855827919949823e-05,0.9981769819563286,1.8855827919949823e-05,0.9981769819563286,2.1309694397152387e-05,0.9981769819563286,5.70828512770516e-05,0.9992959064011486,0,0,0,2.1309694397152387e-05,2.1309694397152387e-05,1.8855827919949823e-05,1.8855827919949823e-05,2.4538664772025643e-06,Sb5Zn6.85,0,0,0,0,0
Sb5.0Zn6.83 R-3c h,Sb5Zn6.83,R-3c h,167.0,1.22684,1.22684,1.24621,90.0,90.0,120.0,1.6244,2.0,Sb5.0Zn6.83,500.0,101.325,6.47,PCD,1.6233372272887984e-05,0.999933215146278,1.6233372272887984e-05,0.999933215146278,2.004575331342556e-05,0.999933215146278,5.267119186594181e-05,0.9997271145452084,0,0,0,2.004575331342556e-05,2.004575331342556e-05,1.6233372272887984e-05,1.6233372272887984e-05,3.812381040537576e-06,Sb5Zn6.83,0,0,0,0,0
Sb5.0Zn6.67 R-3c h,Sb5Zn6.67,R-3c h,167.0,1.22007,1.22007,1.23727,90.0,90.0,120.0,1.595,2.0,Sb5.0Zn6.67,298.15,101.325,6.53,PCD,1.2847951086506076e-05,0.9731836141625888,1.2847951086506076e-05,0.9731836141625888,1.4551126912545331e-05,0.9731836141625888,4.025274770740067e-05,0.974827714812688,0,0,0,1.4551126912545331e-05,1.4551126912545331e-05,1.2847951086506076e-05,1.2847951086506076e-05,1.7031758260392551e-06,Sb5Zn6.67,0,0,0,0,0
Sb5.0Zn6.49 R-3c h,Sb5Zn6.49,R-3c h,167.0,1.22782,1.22782,1.2474,90.0,90.0,120.0,1.6286,2.0,Sb5.0Zn6.49,525.0,101.325,6.32,PCD,2.280204576804168e-05,0.9999999989168058,2.280204576804168e-05,0.9999999989168058,2.645152772994264e-05,0.9999999989168058,6.751987489120315e-05,0.9972426482048148,0,0,0,2.645152772994264e-05,2.645152772994264e-05,2.280204576804168e-05,2.280204576804168e-05,3.64948196190096e-06,Sb5Zn6.49,0,0,0,0,0
Sb5.0Zn6.46 R-3c h,Sb5Zn6.46,R-3c h,167.0,1.22564,1.22564,1.24514,90.0,90.0,120.0,1.6198,2.0,Sb5.0Zn6.46,450.0,101.325,6.34,PCD,2.470822143001021e-05,0.9453236649720376,2.470822143001021e-05,0.9453236649720376,2.4519416726075397e-05,0.9453236649720376,7.435678623628401e-05,0.9542274530282076,0,0,0,2.470822143001021e-05,2.470822143001021e-05,2.4519416726075397e-05,2.4519416726075397e-05,1.888047039348165e-07,Sb5Zn6.46,0,0,0,0,0
Sb5.0Zn6.45 R-3c h,Sb5Zn6.45,R-3c h,167.0,1.22765,1.22765,1.24722,90.0,90.0,120.0,1.6279,2.0,Sb5.0Zn6.45,520.0,101.325,6.31,PCD,3.135364287826792e-05,0.990579692178464,3.135364287826792e-05,0.990579692178464,2.9259983173832165e-05,0.990579692178464,9.515478717270764e-05,0.9968728397727848,0,0,0,3.135364287826792e-05,3.135364287826792e-05,2.9259983173832165e-05,2.9259983173832165e-05,2.093659704435758e-06,Sb5Zn6.45,0,0,0,0,0
Sb5.0Zn6.41 R-3c h,Sb5Zn6.41,R-3c h,167.0,1.22711,1.22711,1.24657,90.0,90.0,120.0,1.6256,2.0,Sb5.0Zn6.41,500.0,101.325,6.3,PCD,9.95355941607987e-06,0.6465637920053827,9.95355941607987e-06,0.6465637920053827,1.5968114007847264e-05,0.6465637920053827,3.580649617110716e-05,0.764080073738173,0,0,0,1.5968114007847264e-05,1.5968114007847264e-05,9.95355941607987e-06,9.95355941607987e-06,6.014554591767394e-06,Sb5Zn6.41,0,0,0,0,0
Sb5.0Zn6.4 R-3c h,Sb5Zn6.40,R-3c h,167.0,1.22724,1.22724,1.24662,90.0,90.0,120.0,1.626,2.0,Sb5.0Zn6.4,500.0,101.325,6.29,PCD,1.5499313923971154e-05,0.9636435428674268,1.5499313923971154e-05,0.9636435428674268,1.9430427033163336e-05,0.9636435428674268,5.041741629120877e-05,0.9768693483112768,0,0,0,1.9430427033163336e-05,1.9430427033163336e-05,1.5499313923971154e-05,1.5499313923971154e-05,3.931113109192182e-06,Sb5Zn6.40,0,0,0,0,0
Sb5.0Zn6.37 R-3c h,Sb5Zn6.37,R-3c h,167.0,1.22325,1.22325,1.2428,90.0,90.0,120.0,1.6105,2.0,Sb5.0Zn6.37,300.0,101.325,6.34,PCD,1.4526447893745522e-05,0.9911949094744408,1.4526447893745522e-05,0.9911949094744408,1.4153995408223489e-05,0.9911949094744408,4.327949274908924e-05,0.9968920470696758,0,0,0,1.4526447893745522e-05,1.4526447893745522e-05,1.4153995408223489e-05,1.4153995408223489e-05,3.7245248552203545e-07,Sb5Zn6.37,0,0,0,0,0
